ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(days)	Age(wks)	Expr1011	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	DrugDose	Drug	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	mgMeth_gMouse_day	d2-d4	d3-d5	d2-d4bias	TestNumber	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed
40040	Oral methamphetamine	SUC0230A	041004	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-29T00:00:00Z	2024-08-30T00:00:00Z	Fionna	152	21.7142857142857		29.2555552588569	97.5	89.6999969482422	94.0999984741211	84.8000030517578	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041004_1/29/2025_Oral methamphetamine	041004_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.40000152587891	4.89999389648438	0.409638971090317	3	3.40000152587891	4.8999938964844	0.409638963982802	0.00116217296024473
40087	Oral methamphetamine	SUC0230A	041004	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-31T00:00:00Z	2024-08-30T00:00:00Z	Fionna	154	22		29.6111108991835	97.5999984741211	84.8000030517578	90.9000015258789	80.8000030517578	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041004_1/31/2025_Oral methamphetamine	041004_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		6.69999694824219	4	0.626168131828308	4	6.69999694824219	4	0.626168117678097	0.00301688420091299
40134	Oral methamphetamine	SUC0230A	041004	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-02-03T00:00:00Z	2024-08-30T00:00:00Z	Fionna	157	22.4285714285714		30.1444443596734	96.5999984741211	80.8000030517578	92.9000015258789	75.6999969482422	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041004_2/3/2025_Oral methamphetamine	041004_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.69999694824219	5.10000610351563	0.420454055070877	5	3.69999694824219	5.1000061035156	0.420454052854348	0.0049096900299041
40181	Oral methamphetamine	SUC0230A	041004	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-02-05T00:00:00Z	2024-08-30T00:00:00Z	Fionna	159	22.7142857142857		30.5	92.9000015258789	99.6999969482422	88	95.4000015258789	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													268039.350665984	041004_2/5/2025_Oral methamphetamine	041004_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00642623150934938	4.90000152587891	4.29999542236328	0.532609045505524	6	4.90000152587891	4.2999954223633	0.532609038181814	0.00642623150934938
39947	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-17T00:00:00Z	2024-08-30T00:00:00Z	Fionna	140	20		35.7684221769634	96.5999984741211	86.0999984741211	73.5	98.5999984741211	3							day 10-13 both water bottles		Both Water Bottles															041006_1/17/2025_Oral methamphetamine	041006_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		23.0999984741211	-12.5	2.17924547195435	1	23.0999984741211	-12.5	2.17924545277224	
39994	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-27T00:00:00Z	2024-08-30T00:00:00Z	Fionna	150	21.4285714285714		36.4000015258789	96	98.5999984741211	91.3000030517578	96	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													240791.220160213	041006_1/27/2025_Oral methamphetamine	041006_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00129120789868668	4.69999694824219	2.59999847412109	0.643835604190826	2	4.6999969482422	2.59999847412109	0.643835602121601	0.00129120789868668
40041	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-29T00:00:00Z	2024-08-30T00:00:00Z	Fionna	152	21.7142857142857		36.6000010172526	91.3000030517578	96	86.5999984741211	92.4000015258789	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041006_1/29/2025_Oral methamphetamine	041006_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.70000457763672	3.59999847412109	0.566265404224396	3	4.70000457763671	3.59999847412109	0.566265403558053	0.00128415422049338
40088	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-01-31T00:00:00Z	2024-08-30T00:00:00Z	Fionna	154	22		36.8000005086263	98.3000030517578	92.4000015258789	94.3000030517578	86.5999984741211	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041006_1/31/2025_Oral methamphetamine	041006_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4	5.80000305175781	0.408163130283356	4	4	5.80000305175781	0.408163138202546	0.00144927534228788
40135	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-02-03T00:00:00Z	2024-08-30T00:00:00Z	Fionna	157	22.4285714285714		37.0999997456868	97.9000015258789	86.5999984741211	94.6999969482422	82.4000015258789	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041006_2/3/2025_Oral methamphetamine	041006_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.20000457763672	4.19999694824219	0.432432949542999	5	3.2000045776367	4.19999694824219	0.432432961864375	0.00345013972999688
40182	Oral methamphetamine	SUC0230A	041006	B6NJ-Rnf25-/- Cyfip2-S968F<J>	F	2025-02-05T00:00:00Z	2024-08-30T00:00:00Z	Fionna	159	22.7142857142857		37.2999992370605	94.6999969482422	82.4000015258789	91.5	76.0999984741211	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													232306.970024763	041006_2/5/2025_Oral methamphetamine	041006_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.0034316321862685	3.19999694824219	6.30000305175781	0.33684179186821	6	3.1999969482422	6.30000305175781	0.336841784025494	0.00343163218626852
39944	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-17T00:00:00Z	2024-08-30T00:00:00Z	Fionna	140	20		27.0578941545988	94.8000030517578	87.6999969482422	68.4000015258789	93.5	3							day 10-13 both water bottles		Both Water Bottles															041007_1/17/2025_Oral methamphetamine	041007_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		26.4000015258789	-5.80000305175781	1.28155362606049	1	26.4000015258789	-5.8000030517578	1.28155356705701	
39991	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-27T00:00:00Z	2024-08-30T00:00:00Z	Fionna	150	21.4285714285714		27.8999996185303	103.400001525879	93.5	95.5999984741211	91.4000015258789	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													354302.515204953	041007_1/27/2025_Oral methamphetamine	041007_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.0027957000567761	7.80000305175781	2.09999847412109	0.78787899017334	2	7.80000305175791	2.09999847412109	0.787878974702013	0.00279570005677613
40038	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-29T00:00:00Z	2024-08-30T00:00:00Z	Fionna	152	21.7142857142857		27.2555552588569	95.5999984741211	91.4000015258789	93.8000030517578	86.0999984741211	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041007_1/29/2025_Oral methamphetamine	041007_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.79999542236328	5.30000305175781	0.253520548343658	3	1.7999954223633	5.30000305175781	0.253520536507737	0.00066041414503136
40085	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-31T00:00:00Z	2024-08-30T00:00:00Z	Fionna	154	22		26.6111108991835	96.9000015258789	86.0999984741211	90.4000015258789	83.9000015258789	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041007_1/31/2025_Oral methamphetamine	041007_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		6.5	2.19999694824219	0.747126698493958	4	6.5	2.19999694824219	0.747126698856292	0.00325678499462139
40132	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-02-03T00:00:00Z	2024-08-30T00:00:00Z	Fionna	157	22.4285714285714		25.6444443596734	97.0999984741211	83.9000015258789	95.9000015258789	77.6999969482422	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041007_2/3/2025_Oral methamphetamine	041007_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.19999694824219	6.20000457763672	0.162161722779274	5	1.19999694824219	6.20000457763671	0.162161716324736	0.00187174567935536
40179	Oral methamphetamine	SUC0230	041007	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-02-05T00:00:00Z	2024-08-30T00:00:00Z	Fionna	159	22.7142857142857		25	95.9000015258789	96.0999984741211	90.6999969482422	94.4000015258789	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													347925.1953125	041007_2/5/2025_Oral methamphetamine	041007_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00832000732421875	5.20000457763672	1.69999694824219	0.75362366437912	6	5.20000457763671	1.69999694824219	0.753623685173657	0.00832000732421873
39945	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-17T00:00:00Z	2024-08-30T00:00:00Z	Fionna	140	20		24.6157891122918	93.9000015258789	88.5	76.4000015258789	97.5999984741211	3							day 10-13 both water bottles		Both Water Bottles															041008_1/17/2025_Oral methamphetamine	041008_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		17.5	-9.09999847412109	2.08333301544189	1	17.5	-9.09999847412109	2.08333295489121	
39992	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-27T00:00:00Z	2024-08-30T00:00:00Z	Fionna	150	21.4285714285714		25.2999992370605	95.5	97.5999984741211	91.4000015258789	95.1999969482422	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													345007.92326216	041008_1/27/2025_Oral methamphetamine	041008_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00162055280543852	4.09999847412109	2.40000152587891	0.630769014358521	2	4.09999847412109	2.40000152587889	0.630768996018631	0.00162055280543853
40039	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-29T00:00:00Z	2024-08-30T00:00:00Z	Fionna	152	21.7142857142857		25.033332824707	91.4000015258789	95.1999969482422	88.3000030517578	91.5	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041008_1/29/2025_Oral methamphetamine	041008_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.09999847412109	3.69999694824219	0.455882430076599	3	3.09999847412111	3.6999969482422	0.45588243543901	0.00123834828379764
40086	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-01-31T00:00:00Z	2024-08-30T00:00:00Z	Fionna	154	22		24.7666664123535	94.5999984741211	91.5	91.3000030517578	85.5999984741211	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041008_1/31/2025_Oral methamphetamine	041008_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.29999542236328	5.90000152587891	0.358695268630981	4	3.2999954223633	5.90000152587891	0.358695273588521	0.00177657898048391
40133	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-02-03T00:00:00Z	2024-08-30T00:00:00Z	Fionna	157	22.4285714285714		24.3666667938232	97.5999984741211	85.5999984741211	96.1999969482422	79.9000015258789	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041008_2/3/2025_Oral methamphetamine	041008_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.40000152587891	5.69999694824219	0.197183355689049	5	1.40000152587889	5.69999694824219	0.197183355881242	0.00229822410709664
40180	Oral methamphetamine	SUC0230	041008	B6NJ-Rnf25-/- Cyfip2-S968F<J>	M	2025-02-05T00:00:00Z	2024-08-30T00:00:00Z	Fionna	159	22.7142857142857		24.1000003814697	96.1999969482422	96.6999969482422	93.9000015258789	93.0999984741211	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													374820.727988267	041008_2/5/2025_Oral methamphetamine	041008_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rnf25		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00381741972773034	2.29999542236328	3.59999847412109	0.389830142259598	6	2.2999954223633	3.59999847412111	0.389830135880951	0.00381741972773037
39957	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-17T00:00:00Z	2024-09-09T00:00:00Z	Fionna	130	18.5714285714286		25.0842101448461	94.0999984741211	85.0999984741211	72.0999984741211	92	3							day 10-13 both water bottles		Both Water Bottles															041123_1/17/2025_Oral methamphetamine	041123_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		22	-6.90000152587891	1.45695376396179	1	22	-6.90000152587891	1.45695378961159	
40004	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-27T00:00:00Z	2024-09-09T00:00:00Z	Fionna	140	20		26.3999996185303	96.9000015258789	92	93.4000015258789	86.8000030517578	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													342820.458019437	041123_1/27/2025_Oral methamphetamine	041123_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00132575759491426	3.5	5.19999694824219	0.402298986911774	2	3.5	5.1999969482422	0.402298991691849	0.00132575759491426
40051	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-29T00:00:00Z	2024-09-09T00:00:00Z	Fionna	142	20.2857142857143		26.7333329518636	93.4000015258789	86.8000030517578	89.0999984741211	83.1999969482422	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041123_1/29/2025_Oral methamphetamine	041123_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.30000305175781	3.60000610351563	0.5443035364151	3	4.30000305175781	3.6000061035156	0.544303552975945	0.00160847996749992
40098	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-31T00:00:00Z	2024-09-09T00:00:00Z	Fionna	144	20.5714285714286		27.066666285197	95.3000030517578	83.1999969482422	90	77.3000030517578	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041123_1/31/2025_Oral methamphetamine	041123_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		5.30000305175781	5.89999389648438	0.473214685916901	4	5.3000030517578	5.8999938964844	0.47321468713343	0.00261083897854901
40145	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-02-03T00:00:00Z	2024-09-09T00:00:00Z	Fionna	147	21		27.566666285197	98.3000030517578	99.3000030517578	95.4000015258789	93.4000015258789	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041123_2/3/2025_Oral methamphetamine	041123_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.90000152587891	5.90000152587891	0.32954552769661	5	2.90000152587889	5.90000152587889	0.329545513657478	0.00420798292528562
40192	Oral methamphetamine	SUC0237	041123	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-02-05T00:00:00Z	2024-09-09T00:00:00Z	Fionna	149	21.2857142857143		27.8999996185303	95.4000015258789	93.4000015258789	92	87.6999969482422	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													314580.642462025	041123_2/5/2025_Oral methamphetamine	041123_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00487455422561474	3.40000152587891	5.70000457763672	0.373626291751862	6	3.40000152587891	5.70000457763671	0.373626290708243	0.00487455422561473
39958	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-17T00:00:00Z	2024-09-06T00:00:00Z	Fionna	133	19		23.9368420651085	99.4000015258789	93.5999984741211	74.1999969482422	93.1999969482422	3							day 10-13 both water bottles		Both Water Bottles															041127_1/17/2025_Oral methamphetamine	041127_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		25.2000045776367	0.400001525878906	0.984374940395355	1	25.2000045776367	0.400001525878892	0.984374944120659	
40005	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-27T00:00:00Z	2024-09-06T00:00:00Z	Fionna	143	20.4285714285714		25.2000007629395	96.4000015258789	93.1999969482422	91.1999969482422	89	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													348876.16751304	041127_1/27/2025_Oral methamphetamine	041127_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00206349381754152	5.20000457763672	4.19999694824219	0.553191900253296	2	5.20000457763671	4.1999969482422	0.55319188654605	0.00206349381754151
40052	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-29T00:00:00Z	2024-09-06T00:00:00Z	Fionna	145	20.7142857142857		25.2888895670573	91.1999969482422	89	85.9000015258789	84.9000015258789	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041127_1/29/2025_Oral methamphetamine	041127_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		5.29999542236328	4.09999847412109	0.563829660415649	3	5.2999954223633	4.09999847412109	0.563829666351752	0.00209578020747394
40099	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-31T00:00:00Z	2024-09-06T00:00:00Z	Fionna	147	21		25.3777783711751	95.4000015258789	84.9000015258789	92.1999969482422	74.9000015258789	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041127_1/31/2025_Oral methamphetamine	041127_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.20000457763672	10	0.242424502968788	4	3.2000045776367	10	0.242424505144348	0.00168126331146011
40146	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-02-03T00:00:00Z	2024-09-06T00:00:00Z	Fionna	150	21.4285714285714		25.5111115773519	96.4000015258789	93.1999969482422	93.5999984741211	86.1999969482422	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														041127_2/3/2025_Oral methamphetamine	041127_2/3/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.80000305175781	7	0.285714507102966	5	2.80000305175781	7	0.285714508145544	0.00439024860718901
40193	Oral methamphetamine	SUC0237	041127	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-02-05T00:00:00Z	2024-09-06T00:00:00Z	Fionna	152	21.7142857142857		25.6000003814697	93.5999984741211	86.1999969482422	91.1999969482422	78.5	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													333449.969091267	041127_2/5/2025_Oral methamphetamine	041127_2/5/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.0037500023283064	2.40000152587891	7.69999694824219	0.237623944878578	6	2.40000152587889	7.6999969482422	0.237623949352897	0.00375000232830638
39959	Oral methamphetamine	SUC0237	041129	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-17T00:00:00Z	2024-09-06T00:00:00Z	Fionna	133	19		22.3789472078022	98.3000030517578	87.9000015258789	89.8000030517578	86.0999984741211	3							day 10-13 both water bottles		Both Water Bottles															041129_1/17/2025_Oral methamphetamine	041129_1/17/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		8.5	1.80000305175781	0.825242459774017	1	8.5	1.80000305175781	0.825242473937848	
40006	Oral methamphetamine	SUC0237	041129	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-27T00:00:00Z	2024-09-06T00:00:00Z	Fionna	143	20.4285714285714		23.7999992370605	95.8000030517578	86.0999984741211	88.3000030517578	84.1999969482422	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													355426.08807431	041129_1/27/2025_Oral methamphetamine	041129_1/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00315126060521937	7.5	1.90000152587891	0.797872185707092	2	7.5	1.90000152587889	0.797872210908897	0.00315126060521938
40053	Oral methamphetamine	SUC0237	041129	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-29T00:00:00Z	2024-09-06T00:00:00Z	Fionna	145	20.7142857142857		23.7111104329427	88.3000030517578	84.1999969482422	86	77.0999984741211	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														041129_1/29/2025_Oral methamphetamine	041129_1/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.30000305175781	7.09999847412109	0.244681134819984	3	2.3000030517578	7.09999847412111	0.244681136000427	0.000970010686872903
40100	Oral methamphetamine	SUC0237	041129	B6NJ-Gigyf2-/- Cyfip2-S968F<J>	F	2025-01-31T00:00:00Z	2024-09-06T00:00:00Z	Fionna	147	21		23.6222216288249	95.8000030517578	101.599998474121	88.5999984741211	96.4000015258789	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														041129_1/31/2025_Oral methamphetamine	041129_1/31/2025_Oral methamphetamine	yes		Kumar Lab	yes	Gigf2tm1b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		7.20000457763672	5.19999694824219	0.580645442008972	4	7.20000457763671	5.19999694824209	0.580645459003396	0.00406397258240997
